IDCliente,AbandonoEmpresa,Genero,CiudadanoTerceraEdad,Soltero-a,Dependientes,MesesAntiguedad,ServicioTelefonico,SuscripcionLineasMultiples,SuscripcionServicioInternet,SuscripcionSeguridadEnLinea,SuscripcionCopiaDeSeguridadEnLinea,SuscripcionProteccionDispositivo,SuscripcionSoporteTecnico,ServicioEnLineaTransmisionTV,internet.StreamingMovies,Contrato,FacturaElectronica,MetodoPago,CargosMensuales,CargosTotales,Cuentas_Diarias,Rango_MesesAntiguedad,CargosMensuales_por_MesesAntiguedad
0253-ZTEOB,0,Femenino,0,1,1,48,1,1,DSL,0,1,0,1,1,1,Dos años,0,Cheque electronico,79.65,3870.3,2.6550000000000002,41-50,3823.2000000000003
0254-FNMCI,0,Femenino,0,0,0,72,1,0,Fibra optica,1,1,1,1,1,1,Dos años,1,Cheque electronico,109.9,7624.2,3.6633333333333336,71-80,7912.8
0254-KCJGT,0,Masculino,0,1,0,52,1,1,DSL,1,1,1,1,0,1,Anual,1,Tarjeta de credito (automatica),81.4,4354.45,2.7133333333333334,51-60,4232.8
0254-WWRKD,0,Femenino,0,1,1,67,1,0,DSL,0,1,0,0,0,0,Anual,0,Tarjeta de credito (automatica),50.55,3431.75,1.6849999999999998,61-70,3386.85
0256-LTHVJ,1,Femenino,0,1,1,28,1,0,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,81.05,2227.1,2.7016666666666667,21-30,2269.4
0257-KXZGU,0,Femenino,0,1,1,32,1,1,DSL,0,1,1,0,0,0,Mensual,0,Transferencia bancaria (automatica),62.45,2045.55,2.0816666666666666,31-40,1998.4
0257-ZESQC,1,Femenino,1,1,0,27,1,0,Fibra optica,1,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),75.2,1929.35,2.506666666666667,21-30,2030.4
0258-NOKBL,0,Masculino,0,0,0,3,1,0,Fibra optica,0,1,1,0,0,1,Mensual,0,Cheque electronico,90.4,268.45,3.0133333333333336,0-10,271.20000000000005
0259-GBZSH,1,Masculino,0,0,0,2,1,1,Fibra optica,0,0,0,0,1,0,Mensual,1,Cheque electronico,85.65,181.5,2.855,0-10,171.3
0260-ZDLGK,1,Femenino,0,0,1,9,1,0,DSL,0,0,1,1,1,1,Mensual,1,Cheque por correo,72.9,651.4,2.43,0-10,656.1
0263-FJTQO,0,Masculino,0,1,1,50,1,1,DSL,1,0,0,1,1,0,Dos años,1,Tarjeta de credito (automatica),70.5,3486.65,2.35,51-60,3525.0
0264-CNITK,0,Femenino,0,1,1,71,1,0,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),20.1,1389.6,0.67,71-80,1427.1000000000001
0265-EDXBD,1,Masculino,1,1,0,32,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.9,2303.35,2.496666666666667,31-40,2396.8
0265-PSUAE,0,Femenino,0,1,1,16,1,0,Fibra optica,1,0,1,0,1,1,Mensual,0,Transferencia bancaria (automatica),100.7,1522.7,3.356666666666667,11-20,1611.2
0266-CLZKZ,0,Femenino,0,1,1,67,1,1,Fibra optica,0,0,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),105.65,6717.9,3.521666666666667,61-70,7078.55
0266-GMEAO,0,Masculino,0,1,1,72,1,1,Fibra optica,1,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),114.3,8058.55,3.81,71-80,8229.6
0268-QKIWO,1,Femenino,0,0,0,3,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,19.75,58.85,0.6583333333333333,0-10,59.25
0269-XFESX,0,Masculino,0,1,1,23,1,1,No,0,0,0,0,0,0,Anual,0,Cheque por correo,24.35,538.5,0.8116666666666668,21-30,560.0500000000001
0270-THENM,0,Masculino,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Dos años,0,Transferencia bancaria (automatica),69.85,5102.35,2.328333333333333,71-80,5029.2
0274-JKUJR,0,Masculino,0,1,1,7,0,0,DSL,1,1,1,0,1,1,Mensual,0,Cheque por correo,58.85,465.7,1.9616666666666667,0-10,411.95
0277-BKSQP,0,Masculino,0,1,1,8,1,0,DSL,0,0,0,0,1,0,Mensual,1,Cheque electronico,54.4,475.1,1.8133333333333332,0-10,435.2
0277-ORXQS,0,Masculino,0,1,1,66,0,0,DSL,0,0,0,1,1,1,Dos años,0,Transferencia bancaria (automatica),50.55,3364.55,1.6849999999999998,61-70,3336.2999999999997
0278-YXOOG,1,Masculino,0,0,0,5,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,21.05,113.85,0.7016666666666667,0-10,105.25
0280-XJGEX,1,Masculino,0,0,0,49,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Transferencia bancaria (automatica),103.7,5036.3,3.4566666666666666,41-50,5081.3
0281-CNTZX,0,Masculino,0,1,0,63,1,0,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),19.95,1234.8,0.6649999999999999,61-70,1256.85
0282-NVSJS,0,Femenino,1,1,1,12,0,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque por correo,29.3,355.9,0.9766666666666667,11-20,351.6
0285-INHLN,0,Masculino,0,1,1,27,1,0,DSL,1,1,0,0,0,0,Mensual,1,Tarjeta de credito (automatica),54.75,1510.3,1.825,21-30,1478.25
0289-IVARM,0,Femenino,0,0,0,35,1,0,DSL,1,1,1,0,0,0,Mensual,0,Cheque electronico,60.55,1982.6,2.018333333333333,31-40,2119.25
0292-WEGCH,0,Femenino,0,1,1,54,1,1,DSL,0,1,1,1,1,1,Mensual,1,Cheque electronico,86.2,4524.05,2.8733333333333335,51-60,4654.8
0295-PPHDO,1,Masculino,0,0,0,1,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,95.45,95.45,3.1816666666666666,0-10,95.45
0295-QVKPB,0,Masculino,0,0,0,5,1,0,DSL,0,0,1,1,1,0,Mensual,1,Tarjeta de credito (automatica),63.95,318.1,2.131666666666667,0-10,319.75
0297-RBCSG,0,Masculino,0,0,0,19,1,0,DSL,0,1,0,1,0,1,Anual,1,Transferencia bancaria (automatica),65.35,1231.85,2.1783333333333332,11-20,1241.6499999999999
0298-XACET,0,Masculino,0,1,1,52,0,0,DSL,0,1,1,1,1,0,Dos años,0,Cheque por correo,50.2,2554.0,1.6733333333333333,51-60,2610.4
0301-FIDRB,0,Femenino,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),63.8,4684.3,2.1266666666666665,71-80,4593.599999999999
0301-KOBTQ,0,Masculino,0,0,0,32,1,0,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),20.05,614.45,0.6683333333333333,31-40,641.6
0302-JOIVN,1,Femenino,0,1,0,8,1,0,Fibra optica,0,1,1,0,1,1,Mensual,0,Cheque electronico,101.15,842.9,3.371666666666667,0-10,809.2
0303-UNCIP,0,Masculino,0,0,0,41,1,1,DSL,0,0,1,0,0,1,Anual,0,Cheque por correo,65.0,2531.8,2.1666666666666665,41-50,2665.0
0303-WMMRN,0,Masculino,0,0,0,5,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque por correo,19.25,86.05,0.6416666666666667,0-10,96.25
0305-SQECB,0,Femenino,0,0,1,11,0,0,DSL,1,0,0,1,0,0,Anual,1,Cheque por correo,36.05,402.6,1.2016666666666667,11-20,396.54999999999995
0306-JAELE,1,Masculino,0,0,0,5,1,0,Fibra optica,0,0,0,1,1,1,Mensual,1,Cheque electronico,96.1,453.4,3.203333333333333,0-10,480.5
0307-BCOPK,0,Femenino,0,0,0,16,1,0,No,0,0,0,0,0,0,Anual,0,Cheque por correo,19.05,326.65,0.635,11-20,304.8
0308-GIQJT,0,Masculino,1,0,0,71,1,1,Fibra optica,0,1,0,1,1,1,Anual,0,Transferencia bancaria (automatica),105.75,7382.85,3.525,71-80,7508.25
0308-IVGOK,0,Femenino,0,0,0,11,0,0,DSL,0,1,1,1,0,0,Anual,1,Tarjeta de credito (automatica),40.4,422.6,1.3466666666666667,11-20,444.4
0310-MVLET,1,Femenino,0,1,1,61,1,1,Fibra optica,0,1,0,0,1,1,Mensual,1,Cheque electronico,99.15,6010.05,3.305,61-70,6048.150000000001
0310-SUCIN,0,Femenino,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Anual,1,Transferencia bancaria (automatica),84.8,6046.1,2.8266666666666667,71-80,6020.8
0310-VQXAM,0,Masculino,0,0,0,9,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.85,178.8,0.6616666666666667,0-10,178.65
0311-QYWSS,0,Femenino,0,0,0,6,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque electronico,49.45,314.6,1.6483333333333334,0-10,296.70000000000005
0311-UNPFF,1,Femenino,0,0,0,26,1,0,Fibra optica,0,0,0,0,1,1,Mensual,1,Transferencia bancaria (automatica),88.8,2274.35,2.96,21-30,2308.7999999999997
0314-TKOSI,0,Femenino,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Mensual,0,Cheque por correo,55.15,322.9,1.8383333333333334,0-10,330.9
0315-LVCRK,0,Masculino,0,0,0,11,1,0,Fibra optica,0,0,1,0,0,1,Mensual,0,Cheque electronico,84.8,888.75,2.8266666666666667,11-20,932.8
0318-QUUOB,1,Masculino,0,1,0,1,1,0,Fibra optica,0,0,0,0,1,0,Mensual,1,Cheque electronico,80.55,80.55,2.685,0-10,80.55
0318-ZOPWS,0,Femenino,0,1,0,49,1,0,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),20.15,973.35,0.6716666666666666,41-50,987.3499999999999
0319-QZTCO,0,Femenino,0,1,1,3,1,0,DSL,0,1,0,0,1,0,Mensual,1,Tarjeta de credito (automatica),58.7,168.6,1.9566666666666668,0-10,176.10000000000002
0320-DWVTU,0,Femenino,0,0,0,53,1,0,Fibra optica,1,1,1,1,0,1,Dos años,0,Cheque por correo,99.5,5424.25,3.316666666666667,51-60,5273.5
0320-JDNQG,1,Masculino,0,1,1,23,1,0,Fibra optica,1,0,0,1,1,1,Mensual,1,Cheque electronico,99.85,2331.3,3.328333333333333,21-30,2296.5499999999997
0322-CHQRU,1,Masculino,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,45.35,89.5,1.5116666666666667,0-10,90.7
0322-YINQP,1,Masculino,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensual,1,Cheque por correo,48.55,48.55,1.6183333333333332,0-10,48.55
0323-XWWTN,0,Masculino,0,0,1,3,1,1,No,0,0,0,0,0,0,Dos años,1,Cheque por correo,26.4,121.25,0.88,0-10,79.19999999999999
0324-BRPCJ,1,Femenino,1,1,0,68,1,1,Fibra optica,0,1,0,0,1,1,Mensual,1,Cheque electronico,100.2,6851.65,3.3400000000000003,61-70,6813.6
0325-XBFAC,1,Masculino,0,0,0,8,1,0,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,94.7,740.3,3.1566666666666667,0-10,757.6
0326-VDYXE,0,Femenino,0,1,0,70,1,1,Fibra optica,0,0,1,0,1,1,Anual,1,Cheque electronico,97.65,6982.5,3.2550000000000003,71-80,6835.5
0327-WFZSY,0,Masculino,0,1,1,39,1,1,Fibra optica,0,0,1,0,1,1,Anual,0,Cheque electronico,100.0,3835.55,3.3333333333333335,31-40,3900.0
0328-GRPMV,1,Femenino,0,0,0,1,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,70.1,70.1,2.3366666666666664,0-10,70.1
0329-GTIAJ,1,Femenino,0,0,0,3,1,0,Fibra optica,0,1,0,1,1,1,Mensual,1,Cheque electronico,97.9,315.3,3.2633333333333336,0-10,293.70000000000005
0330-BGYZE,0,Masculino,0,1,0,60,1,1,Fibra optica,0,1,1,0,1,1,Anual,0,Transferencia bancaria (automatica),102.5,6157.6,3.4166666666666665,61-70,6150.0
0330-IVZHA,1,Femenino,0,1,0,5,1,0,Fibra optica,0,0,0,0,0,0,Mensual,0,Cheque electronico,69.95,330.15,2.3316666666666666,0-10,349.75
0334-GDDSO,1,Masculino,1,0,0,3,1,1,Fibra optica,0,1,0,0,0,0,Mensual,1,Cheque electronico,81.35,233.7,2.7116666666666664,0-10,244.04999999999998
0334-ZFJSR,0,Femenino,0,1,0,55,1,1,DSL,1,1,0,1,0,0,Anual,1,Tarjeta de credito (automatica),66.05,3462.1,2.2016666666666667,51-60,3632.75
0336-KXKFK,0,Masculino,0,0,0,72,0,0,DSL,1,0,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),61.2,4390.25,2.04,71-80,4406.400000000001
0336-PIKEI,0,Masculino,1,1,0,72,1,0,DSL,1,1,1,1,1,0,Dos años,0,Transferencia bancaria (automatica),74.4,5360.75,2.48,71-80,5356.8
0337-CNPZE,1,Femenino,0,0,0,41,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Cheque electronico,106.3,4443.45,3.5433333333333334,41-50,4358.3
0343-QLUZP,0,Masculino,0,0,0,60,0,0,DSL,1,1,1,0,0,0,Dos años,0,Transferencia bancaria (automatica),39.6,2424.5,1.32,61-70,2376.0
0345-HKJVM,1,Femenino,0,0,0,6,1,0,Fibra optica,0,0,0,0,1,1,Mensual,0,Cheque electronico,89.3,577.6,2.9766666666666666,0-10,535.8
0345-XMMUG,0,Femenino,0,1,0,46,1,1,Fibra optica,0,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),108.9,4854.3,3.6300000000000003,41-50,5009.400000000001
0347-UBKUZ,0,Femenino,0,0,0,15,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.9,320.45,0.6633333333333333,11-20,298.5
0348-SDKOL,1,Femenino,0,1,0,58,1,1,Fibra optica,0,0,1,1,1,1,Mensual,1,Tarjeta de credito (automatica),102.1,5885.4,3.4033333333333333,51-60,5921.799999999999
0354-VXMJC,0,Masculino,0,1,1,23,1,0,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),19.6,426.65,0.6533333333333334,21-30,450.8
0354-WYROK,1,Femenino,1,1,1,31,1,0,Fibra optica,0,0,1,1,1,1,Mensual,1,Cheque electronico,98.9,2911.3,3.296666666666667,31-40,3065.9
0356-ERHVT,0,Masculino,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),45.9,521.9,1.53,11-20,504.9
0356-OBMAC,0,Femenino,1,0,0,56,1,1,Fibra optica,0,1,1,1,1,0,Dos años,1,Transferencia bancaria (automatica),99.9,5706.3,3.33,51-60,5594.400000000001
0357-NVCRI,0,Femenino,0,0,1,25,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),20.05,471.7,0.6683333333333333,21-30,501.25
0361-HJRDX,0,Femenino,0,0,0,68,0,0,DSL,1,1,1,1,1,1,Dos años,0,Tarjeta de credito (automatica),64.35,4539.6,2.145,61-70,4375.799999999999
0362-RAOQO,0,Femenino,0,0,0,40,1,0,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),19.65,830.25,0.6549999999999999,41-50,786.0
0362-ZBZWJ,1,Masculino,0,0,0,36,1,1,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,84.9,3067.2,2.83,31-40,3056.4
0363-QJVFX,1,Masculino,0,0,0,32,1,1,Fibra optica,1,1,0,1,1,1,Mensual,1,Tarjeta de credito (automatica),108.15,3432.9,3.605,31-40,3460.8
0363-SVHYR,0,Masculino,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Dos años,0,Transferencia bancaria (automatica),86.85,6263.8,2.895,71-80,6166.349999999999
0365-BZUWY,0,Masculino,0,1,0,17,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Cheque electronico,102.55,1742.5,3.4183333333333334,11-20,1743.35
0365-GXEZS,0,Masculino,0,1,0,18,1,0,Fibra optica,0,0,1,1,0,0,Mensual,0,Cheque electronico,78.2,1468.75,2.606666666666667,11-20,1407.6000000000001
0365-TRTPY,0,Femenino,0,0,0,37,1,1,Fibra optica,1,1,1,0,0,0,Mensual,0,Transferencia bancaria (automatica),91.2,3382.3,3.04,31-40,3374.4
0366-NQSHS,0,Masculino,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.35,46.35,0.645,0-10,38.7
0369-ZGOVK,0,Femenino,0,1,1,28,1,0,Fibra optica,0,0,0,0,0,0,Anual,1,Transferencia bancaria (automatica),70.4,1992.2,2.3466666666666667,21-30,1971.2000000000003
0373-AIVNJ,0,Masculino,0,0,0,9,0,0,DSL,1,1,1,0,0,0,Anual,0,Cheque por correo,39.55,373.0,1.3183333333333331,0-10,355.95
0374-AACSZ,0,Femenino,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensual,0,Cheque electronico,50.15,50.15,1.6716666666666666,0-10,50.15
0374-FIUCA,0,Masculino,0,1,0,65,1,0,No,0,0,0,0,0,0,Dos años,1,Tarjeta de credito (automatica),20.4,1414.45,0.6799999999999999,61-70,1326.0
0374-IOEGQ,0,Femenino,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,44.6,122.7,1.4866666666666668,0-10,133.8
0375-HVGXO,1,Femenino,0,0,0,1,0,0,DSL,0,0,0,0,1,0,Mensual,1,Cheque electronico,34.7,34.7,1.1566666666666667,0-10,34.7
0376-OIWME,0,Masculino,0,1,0,36,1,0,Fibra optica,1,0,0,0,1,1,Mensual,1,Cheque electronico,93.6,3366.05,3.1199999999999997,31-40,3369.6
0376-YMCJC,1,Masculino,0,0,0,23,1,1,Fibra optica,0,0,0,1,1,0,Mensual,1,Cheque electronico,90.6,1943.2,3.02,21-30,2083.7999999999997
0377-JBKKT,0,Masculino,0,1,1,22,1,0,DSL,1,1,0,1,0,0,Mensual,1,Cheque por correo,57.95,1271.8,1.9316666666666669,21-30,1274.9
0378-CJKPV,0,Femenino,0,1,0,72,1,1,Fibra optica,1,1,1,1,1,1,Dos años,0,Tarjeta de credito (automatica),112.1,7965.95,3.7366666666666664,71-80,8071.2
0378-NHQXU,1,Femenino,0,1,1,17,1,1,Fibra optica,0,0,1,0,1,0,Mensual,0,Cheque electronico,88.25,1460.65,2.941666666666667,11-20,1500.25
0378-TOVMS,1,Femenino,0,0,0,3,1,0,Fibra optica,0,0,0,1,0,1,Mensual,0,Cheque electronico,85.8,272.2,2.86,0-10,257.4
0378-XSZPU,1,Masculino,0,1,0,58,1,0,DSL,1,1,1,0,0,0,Anual,0,Tarjeta de credito (automatica),60.3,3563.8,2.01,51-60,3497.3999999999996
0379-DJQHR,0,Masculino,0,1,1,67,1,0,DSL,1,1,1,0,1,1,Dos años,0,Tarjeta de credito (automatica),81.35,5398.6,2.7116666666666664,61-70,5450.45
0380-NEAVX,0,Masculino,1,0,0,34,1,0,Fibra optica,0,1,1,0,1,1,Anual,1,Cheque electronico,99.85,3343.15,3.328333333333333,31-40,3394.8999999999996
0380-ZCSBI,0,Masculino,0,0,0,10,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),20.0,198.7,0.6666666666666666,11-20,200.0
0383-CLDDA,0,Femenino,0,0,0,69,1,1,DSL,1,0,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),85.35,5897.4,2.8449999999999998,61-70,5889.15
0384-LPITE,0,Masculino,0,0,0,40,0,0,DSL,1,1,1,0,1,1,Anual,0,Tarjeta de credito (automatica),62.05,2511.55,2.0683333333333334,41-50,2482.0
0384-RVBPI,0,Masculino,0,0,0,20,1,0,DSL,1,0,1,0,0,1,Mensual,0,Tarjeta de credito (automatica),64.4,1398.6,2.146666666666667,21-30,1288.0
0386-CWRGM,0,Femenino,0,1,1,46,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,19.4,967.85,0.6466666666666666,41-50,892.4
0388-EOPEX,1,Femenino,0,1,0,2,1,0,Fibra optica,1,0,0,0,0,0,Mensual,1,Cheque electronico,74.4,139.4,2.48,0-10,148.8
0390-DCFDQ,1,Femenino,1,1,0,1,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque por correo,70.45,70.45,2.3483333333333336,0-10,70.45
0392-BZIUW,0,Femenino,0,1,0,72,1,1,Fibra optica,1,0,1,0,1,1,Dos años,1,Tarjeta de credito (automatica),105.0,7589.8,3.5,71-80,7560.0
0394-YONDK,0,Masculino,0,1,1,70,1,1,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),25.15,1790.15,0.8383333333333333,71-80,1760.5
0396-HUJBP,0,Femenino,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.3,44.4,0.6433333333333333,0-10,38.6
0396-UKGAI,0,Masculino,0,0,1,23,1,0,DSL,0,1,0,1,0,0,Mensual,1,Transferencia bancaria (automatica),55.3,1284.2,1.8433333333333333,21-30,1271.8999999999999
0396-YCHWO,0,Masculino,0,1,0,36,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,95.4,3474.2,3.18,31-40,3434.4
0397-GZBBC,1,Masculino,1,1,0,59,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Transferencia bancaria (automatica),93.85,5574.75,3.128333333333333,51-60,5537.15
0397-ZXWQF,0,Masculino,0,0,0,67,1,0,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),20.5,1430.95,0.6833333333333333,61-70,1373.5
0401-WDBXM,0,Masculino,0,1,1,72,1,1,Fibra optica,1,0,1,0,1,1,Dos años,1,Transferencia bancaria (automatica),105.55,7542.25,3.518333333333333,71-80,7599.599999999999
0402-CQAJN,1,Femenino,0,0,0,37,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Transferencia bancaria (automatica),101.9,3545.35,3.396666666666667,31-40,3770.3
0402-OAMEN,0,Femenino,0,1,1,72,1,1,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),24.45,1709.1,0.815,71-80,1760.3999999999999
0404-AHASP,0,Masculino,0,1,0,72,1,0,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),19.7,1421.9,0.6566666666666666,71-80,1418.3999999999999
0404-SWRVG,1,Masculino,0,0,0,3,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.4,229.55,2.48,0-10,223.20000000000002
0406-BPDVR,1,Femenino,1,1,0,54,1,1,Fibra optica,0,1,0,0,1,1,Anual,1,Tarjeta de credito (automatica),101.5,5373.1,3.3833333333333333,51-60,5481.0
0407-BDJKB,1,Masculino,0,1,0,60,1,1,Fibra optica,0,1,1,0,1,0,Mensual,1,Cheque electronico,95.75,5742.9,3.191666666666667,61-70,5745.0
0409-WTMPL,0,Femenino,0,1,0,58,1,1,Fibra optica,1,1,1,0,1,1,Anual,1,Tarjeta de credito (automatica),110.65,6526.65,3.6883333333333335,51-60,6417.700000000001
0410-IPFTY,0,Femenino,0,1,0,31,1,0,Fibra optica,0,1,0,0,0,1,Mensual,1,Transferencia bancaria (automatica),83.85,2674.15,2.795,31-40,2599.35
0411-EZJZE,0,Femenino,0,0,0,3,1,1,DSL,0,0,0,0,1,0,Mensual,1,Cheque electronico,60.25,170.5,2.0083333333333333,0-10,180.75
0412-UCCNP,0,Masculino,0,0,0,55,1,0,DSL,1,0,1,1,0,0,Dos años,1,Cheque electronico,59.2,3175.85,1.9733333333333334,51-60,3256.0
0415-MOSGF,1,Femenino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,44.4,44.4,1.48,0-10,44.4
0419-YAAPX,0,Masculino,0,1,0,49,1,0,Fibra optica,0,1,0,0,1,0,Mensual,1,Tarjeta de credito (automatica),85.3,4297.95,2.8433333333333333,41-50,4179.7
0420-BWTPW,1,Masculino,0,0,1,8,0,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,25.5,215.2,0.85,0-10,204.0
0420-HLGXF,0,Femenino,1,0,0,39,1,1,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,99.75,4036.0,3.325,31-40,3890.25
0420-TXVSG,0,Masculino,0,1,0,66,1,1,DSL,1,1,1,0,0,0,Dos años,1,Tarjeta de credito (automatica),66.1,4428.45,2.203333333333333,61-70,4362.599999999999
0422-OHQHQ,0,Femenino,0,1,1,15,1,0,No,0,0,0,0,0,0,Anual,0,Cheque por correo,20.55,295.95,0.685,11-20,308.25
0422-UXFAP,0,Femenino,0,1,0,51,1,1,Fibra optica,0,0,1,0,1,1,Anual,1,Cheque electronico,98.85,4947.55,3.295,51-60,5041.349999999999
0423-UDIJQ,0,Masculino,1,0,0,9,1,0,DSL,0,0,0,1,0,0,Mensual,0,Cheque por correo,49.2,447.9,1.6400000000000001,0-10,442.8
0426-TIRNE,1,Femenino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.9,20.9,0.6966666666666667,0-10,20.9
0428-AXXLJ,0,Masculino,0,0,0,25,1,0,No,0,0,0,0,0,0,Anual,1,Transferencia bancaria (automatica),19.5,516.3,0.65,21-30,487.5
0428-IKYCP,0,Masculino,0,1,0,22,1,0,Fibra optica,0,0,1,0,1,0,Mensual,1,Transferencia bancaria (automatica),87.0,1850.65,2.9,21-30,1914.0
0430-IHCDJ,0,Masculino,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque electronico,49.0,749.25,1.6333333333333333,11-20,735.0
0431-APWVY,1,Femenino,0,1,1,28,1,0,Fibra optica,0,0,0,0,1,1,Anual,1,Transferencia bancaria (automatica),90.1,2598.95,3.003333333333333,21-30,2522.7999999999997
0432-CAJZV,0,Masculino,0,0,0,3,1,0,Fibra optica,0,0,0,0,1,1,Mensual,0,Cheque por correo,90.7,237.65,3.0233333333333334,0-10,272.1
0434-CSFON,0,Femenino,0,1,0,47,1,1,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,100.5,4707.1,3.35,41-50,4723.5
0436-TWFFZ,0,Femenino,0,0,0,67,1,1,DSL,1,0,1,1,1,1,Dos años,1,Cheque por correo,85.25,5714.2,2.841666666666667,61-70,5711.75
0439-IFYUN,0,Femenino,1,0,0,18,1,0,Fibra optica,0,1,0,0,0,0,Mensual,1,Cheque electronico,74.7,1294.6,2.49,11-20,1344.6000000000001
0440-EKDCF,0,Masculino,0,1,0,62,1,0,DSL,0,1,1,1,0,0,Dos años,1,Tarjeta de credito (automatica),60.15,3753.2,2.005,61-70,3729.2999999999997
0440-MOGPM,0,Femenino,0,0,0,41,1,1,DSL,0,1,1,0,1,1,Anual,1,Cheque electronico,80.55,3263.9,2.685,41-50,3302.5499999999997
0440-QEXBZ,0,Femenino,0,0,0,44,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque por correo,50.15,2139.1,1.6716666666666666,41-50,2206.6
0440-UEDAI,0,Femenino,0,0,0,53,1,0,Fibra optica,0,1,1,1,0,1,Anual,1,Tarjeta de credito (automatica),94.45,5042.75,3.1483333333333334,51-60,5005.85
0442-TDYUO,0,Masculino,0,1,0,48,1,0,No,0,0,0,0,0,0,Dos años,1,Cheque por correo,20.05,1036.0,0.6683333333333333,41-50,962.4000000000001
0442-ZXKVS,0,Femenino,1,1,0,54,1,1,Fibra optica,1,1,1,1,1,1,Anual,1,Transferencia bancaria (automatica),115.6,6431.05,3.853333333333333,51-60,6242.4
0447-BEMNG,1,Femenino,0,1,0,48,0,0,DSL,1,0,1,0,0,1,Mensual,1,Transferencia bancaria (automatica),45.3,2145.0,1.51,41-50,2174.3999999999996
0447-RXSGD,0,Masculino,0,0,0,24,1,1,Fibra optica,0,1,0,0,1,1,Mensual,1,Transferencia bancaria (automatica),99.65,2404.85,3.3216666666666668,21-30,2391.6000000000004
